,training.top_k_forward_reward.top_1_forward_reward,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,_step,_runtime,training.run_id,training.top_k_fit.top_2_fit,training.evaluation_time,training.top_k_healthy_reward.top_0_healthy_reward,training.fitness_std,training.top_k_fit.top_1_fit,training.top_k_reward.top_2_reward,training.fitness_mean,training.top_k_forward_reward.top_2_forward_reward,training.fitness_1q,training.top_k_reward.top_0_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.generation,training.fitness_median,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.fitness_3q,training.top_k_fit.top_0_fit,_timestamp,training.top_k_ctrl_reward.top_1_ctrl_reward,solver,ea,fitness,environment,seed,training.evaluation
0,0,-142.6943817138672,-5.397758483886719,0,16.86159062385559,106,-151.79905700683594,13.695257186889648,0,412.8200988769531,-144.31748962402344,-168.3770751953125,-869.167724609375,0,-567.7647705078125,-157.8618621826172,0,0,-817.3106689453125,-4.809677600860596,0,0,-1164.5166015625,-137.9869384765625,1693762181.1128025,-3.3824779987335205,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,0
1,0,-163.34347534179688,-2.5425825119018555,1,18.791377305984497,106,-152.24270629882812,1.7763919830322266,0,448.2629089355469,-150.46563720703125,-163.97927856445312,-843.828857421875,0,-472.05474853515625,-140.7765350341797,0,1,-775.739013671875,-3.412534475326538,0,0,-1222.188720703125,-137.08750915527344,1693762183.0425892,-9.92363452911377,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,100
2,0,-164.1969451904297,-9.92363452911377,2,20.600748300552368,106,-142.585205078125,1.774714708328247,0,9918.1455078125,-140.31678771972656,-176.9582061767578,-1368.2215576171875,0,-172.58444213867188,-136.1693572998047,0,2,-207.23068237304688,-25.734384536743164,0,0,-461.63165283203125,-136.73365783691406,1693762184.8519602,-3.350050687789917,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,200
3,0,-122.27276611328125,-1.7955116033554077,3,22.408619165420532,106,-133.1838836669922,1.7731374502182007,0,16990.04296875,-120.47261810302734,-182.8231658935547,-3408.42626953125,0,-165.7691650390625,-173.20980834960938,0,3,-313.80682373046875,-0.9164247512817383,0,0,-570.4052124023438,-117.62150573730469,1693762186.659831,-9.92363452911377,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,300
4,0,-176.89175415039062,-9.92363452911377,4,24.222306728363037,106,-136.2386932373047,1.7796845436096191,0,9905.9443359375,-128.3898468017578,-130.0919647216797,-1509.86328125,0,-170.8554229736328,-154.0252227783203,0,4,-457.1756591796875,-0.4800824224948883,0,0,-757.111572265625,-127.17530059814453,1693762188.4735186,-9.92363452911377,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,400
5,0,-139.578857421875,-49.55814743041992,5,26.03009533882141,106,-131.2283172607422,1.773271918296814,0,374.1054382324219,-119.06717681884766,-138.64599609375,-498.5585021972656,0,-180.4368133544922,-146.19215393066406,0,5,-414.86993408203125,-9.92363452911377,0,0,-725.1974487304688,-88.13471221923828,1693762190.2813072,-1.9278373718261719,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,500
6,0,-136.2330780029297,-101.49188995361328,6,27.839110374450684,106,-127.6858139038086,1.773325800895691,0,335.1717834472656,-125.95873260498047,-153.66709899902344,-397.7093811035156,0,-163.00357055664062,-231.57485961914062,0,6,-224.75030517578125,-9.92363452911377,0,0,-535.8014526367188,-73.42194366455078,1693762192.0903223,-9.92363452911377,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,600
7,0,-139.67356872558594,-0.8624728322029114,7,29.64738130569458,106,-136.67581176757812,1.773227572441101,0,372.58740234375,-135.0036163330078,-143.1007080078125,-536.603759765625,0,-228.1532440185547,-122.66332244873047,0,7,-429.111572265625,-9.92363452911377,0,0,-750.113525390625,-106.09169006347656,1693762193.8985932,-9.92363452911377,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,700
8,0,-70.34974670410156,-0.5759596228599548,8,31.455979824066162,106,-102.3405532836914,1.774146318435669,0,9906.595703125,-74.86665344238281,-97.85369110107422,-1489.2689208984375,0,-196.47702026367188,-98.9845962524414,0,8,-411.2739562988281,-0.8328371047973633,0,0,-731.3731689453125,-73.51078796386719,1693762195.7071917,-0.8560266494750977,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,800
9,0,-86.08544921875,-0.8599017262458801,9,33.267547845840454,106,-75.90275573730469,1.7783995866775513,0,524.148681640625,-74.41172790527344,-105.04625701904297,-568.736083984375,0,-130.87356567382812,-99.70588684082031,0,9,-250.995849609375,-0.7732788920402527,0,0,-997.564208984375,-69.69104766845703,1693762197.5187597,-0.7785497903823853,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,900
10,0,-108.25274658203125,-0.7558848261833191,10,35.07833290100098,106,-68.9205093383789,1.7765802145004272,0,367.1187438964844,-68.75714111328125,-89.69355010986328,-477.1358947753906,0,-164.78643798828125,-77.26197052001953,0,10,-390.05230712890625,-0.8271467089653015,0,0,-721.8595581054688,-58.12248992919922,1693762199.3295448,-0.7813643217086792,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,1000
11,0,-94.749755859375,-0.8090481758117676,11,36.890541553497314,106,-62.26028823852539,1.7775214910507202,0,562.5087280273438,-59.575931549072266,-98.07363891601562,-561.614990234375,0,-115.86904907226562,-68.9620590209961,0,11,-182.73269653320312,-0.8869470953941345,0,0,-1119.9561767578125,-58.06538391113281,1693762201.1417534,-0.8608258366584778,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,1100
12,0,-91.90001678466797,-0.8240467309951782,12,38.70008945465088,106,-83.61990356445312,1.7749594449996948,0,478.68438720703125,-71.09569549560547,-87.53400421142578,-518.7606811523438,0,-133.2785186767578,-98.18803405761719,0,12,-285.5912780761719,-0.8085797429084778,0,0,-787.2037353515625,-58.445621490478516,1693762202.9513013,-0.8671112060546875,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,1200
13,0,-91.0429916381836,-0.8456668257713318,13,40.51029014587402,106,-76.57388305664062,1.7757796049118042,0,460.8100280761719,-73.19100952148438,-79.68354797363281,-522.4035034179688,0,-133.334716796875,-110.79222869873047,0,13,-310.8690490722656,-0.9493690729141235,0,0,-823.251708984375,-71.70269012451172,1693762204.761502,-0.8534097671508789,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,1300
14,0,-119.57734680175781,-0.8439067006111145,14,42.326170444488525,106,-82.44596099853516,1.7810450792312622,0,505.1983642578125,-82.25908660888672,-110.72393035888672,-670.2863159179688,0,-180.80599975585938,-94.15557861328125,0,14,-591.9373779296875,-0.7988185882568359,0,0,-1123.3709716796875,-64.27723693847656,1693762206.5773823,-2.0325241088867188,cgp-long,mu+lambda-ga,reward-unhealthy_termination,reacher,106,1400
