,eval/avg_episode_length,eval/sps,eval/episode_reward_dist,_runtime,training/v_loss,training/policy_loss,training/walltime,training/total_loss,_timestamp,eval/episode_reward,eval/epoch_eval_time,eval/walltime,eval/episode_reward_ctrl,training/entropy_loss,training/sps,_step
0,1000,13239.259349441947,-43.25519561767578,15.189694881439209,,,,,1694008342.3564198,-714.05322265625,9.668214559555054,9.668214559555054,-135.23190307617188,,,0.0
1,1000,183546.1129466337,-41.950836181640625,30.558998584747314,463.59759521484375,-0.056631285697221756,14.668393850326538,463.5399169921875,1694008357.7257235,-510.07000732421875,0.6973724365234375,10.365586996078491,-85.54151153564453,-0.0011011521564796567,223391.8746275724,3276800.0
2,1000,182757.7843068972,-43.25362014770508,34.3657591342926,37.82638168334961,-0.07013501226902008,17.770591497421265,37.75560760498047,1694008361.532484,-372.6590576171875,0.7003805637359619,11.065967559814453,-49.89067840576172,-0.0006372315110638738,1056283.439280148,6553600.0
3,1000,183301.02157702047,-43.21945571899414,38.172640800476074,21.829513549804688,-0.05619146674871445,20.874755144119263,21.773204803466797,1694008365.3393657,-291.06103515625,0.6983048915863037,11.764272451400757,-29.518640518188477,-0.00011757462925743312,1055614.4498005577,9830400.0
4,1000,182232.60168189878,-41.38848876953125,41.980531215667725,16.332210540771484,-0.03738871216773987,23.97557282447815,16.295215606689453,1694008369.1472561,-236.3060302734375,0.7023990154266357,12.466671466827393,-17.676828384399414,0.00039388088043779135,1056753.5204523038,13107200.0
5,1000,183368.7619564174,-38.03557586669922,45.788567543029785,14.256990432739258,-0.02358013018965721,27.081247568130493,14.234291076660156,1694008372.9552925,-198.25094604492188,0.6980469226837158,13.164718389511108,-11.50489616394043,0.0008822495001368225,1055100.8300844824,16384000.0
6,1000,182960.63730595374,-24.506132125854492,49.596872329711914,14.305084228515625,-0.026048503816127777,30.185472011566162,14.28030014038086,1694008376.7635972,-132.65074157714844,0.6996040344238281,13.864322423934937,-8.607728958129883,0.00126392743550241,1055593.7754208678,19660800.0
7,1000,182315.77417427942,-16.948698043823242,53.40367794036865,8.618160247802734,-0.02881713956594467,33.28570771217346,8.590983390808105,1694008380.5704029,-92.75869750976562,0.7020785808563232,14.56640100479126,-6.178730010986328,0.0016403526533395052,1056951.8954181818,22937600.0
8,1000,183125.1430902584,-10.341272354125977,57.21265959739685,3.5757672786712646,-0.030647577717900276,36.39137053489685,3.547186851501465,1694008384.3793845,-58.25309753417969,0.6989755630493164,15.265376567840576,-4.151247978210449,0.0020669791847467422,1055104.880035412,26214400.0
9,1000,182673.64872359697,-7.270575046539307,61.020561933517456,1.4834811687469482,-0.02794700115919113,39.49423432350159,1.4580477476119995,1694008388.1872869,-40.890838623046875,0.7007031440734863,15.966079711914062,-2.8720345497131348,0.002513560466468334,1056056.6699814682,29491200.0
10,1000,182512.37252082993,-5.276943206787109,64.82817959785461,0.6184165477752686,-0.02691495418548584,42.5962610244751,0.5945060849189758,1694008391.9949045,-29.864370346069336,0.7013223171234131,16.667402029037476,-2.1112141609191895,0.003004494123160839,1056341.648823216,32768000.0
11,1000,182904.53834968855,-4.767561912536621,68.63539743423462,0.45111292600631714,-0.01769011653959751,45.69937872886658,0.4368627667427063,1694008395.8021224,-25.944904327392578,0.6998186111450195,17.367220640182495,-1.6334497928619385,0.003439986379817128,1055970.2570620277,36044800.0
12,1000,182892.26350040486,-4.034690856933594,72.4436457157135,0.2757405638694763,-0.01294582150876522,48.80350041389465,0.2666824758052826,1694008399.6103706,-21.396636962890625,0.6998655796051025,18.067086219787598,-1.231358289718628,0.0038877613842487335,1055628.719648715,39321600.0
13,1000,182863.29640445873,-3.293839931488037,76.25238513946533,0.14711128175258636,-0.013924596831202507,51.907931327819824,0.13752132654190063,1694008403.41911,-17.70050811767578,0.6999764442443848,18.767062664031982,-1.0519590377807617,0.004334644880145788,1055523.5696506093,42598400.0
14,1000,182873.88546140262,-3.300323009490967,80.06091237068176,0.18000251054763794,-0.006137283518910408,55.01213192939758,0.1785026341676712,1694008407.2276373,-17.416929244995117,0.6999359130859375,19.46699857711792,-0.9690715670585632,0.004637403413653374,1055601.8829242268,45875200.0
15,1000,182834.21395248096,-2.8867483139038086,83.86981105804443,0.0957069993019104,-0.00488737877458334,58.1163489818573,0.09582678228616714,1694008411.036536,-15.272961616516113,0.7000877857208252,20.167086362838745,-0.852542519569397,0.005007156170904636,1055596.2887335897,49152000.0
16,1000,182845.671458693,-3.202549457550049,87.67852926254272,0.14241346716880798,-0.001994958147406578,61.220771074295044,0.14568522572517395,1694008414.8452542,-16.441593170166016,0.7000439167022705,20.867130279541016,-0.8265555500984192,0.005266707390546799,1055526.5690133316,52428800.0
17,1000,182788.21158141308,-3.075436592102051,91.48655915260315,0.1206551045179367,0.00012512304238043725,64.32446956634521,0.12629787623882294,1694008418.653284,-15.78683090209961,0.7002639770507812,21.567394256591797,-0.7868030071258545,0.005517657846212387,1055772.6558791753,55705600.0
18,1000,182851.2761966781,-2.9447972774505615,95.29583549499512,0.0620364211499691,-0.0005093719810247421,67.4293532371521,0.06733763217926025,1694008422.4625604,-15.208524703979492,0.7000224590301514,22.26741671562195,-0.774319052696228,0.0058105806820094585,1055369.6522705595,58982400.0
19,1000,182835.14793455583,-2.908313274383545,99.10390138626099,0.1070966124534607,-0.000209960198844783,70.53334474563599,0.11283805966377258,1694008426.2706263,-14.797359466552734,0.7000842094421387,22.967500925064087,-0.7112400531768799,0.005951407365500927,1055672.991064502,62259200.0
