,generation,n_edges,phi,n_single_arity,n_double_arity,n_inputs,solver,environment,seed
0,1199,5,68.49999999999999,1,2,2,cgp,hopper,101
1,599,5,68.49999999999999,1,2,2,cgp,hopper,101
2,1899,5,68.49999999999999,1,2,2,cgp,hopper,101
3,899,5,68.49999999999999,1,2,2,cgp,hopper,101
4,1799,5,68.49999999999999,1,2,2,cgp,hopper,101
5,1699,5,68.49999999999999,1,2,2,cgp,hopper,101
6,999,5,68.49999999999999,1,2,2,cgp,hopper,101
7,199,5,68.49999999999999,1,2,2,cgp,hopper,101
8,1499,5,68.49999999999999,1,2,2,cgp,hopper,101
9,1399,5,68.49999999999999,1,2,2,cgp,hopper,101
10,799,5,68.49999999999999,1,2,2,cgp,hopper,101
11,99,5,68.49999999999999,1,2,2,cgp,hopper,101
12,1599,5,68.49999999999999,1,2,2,cgp,hopper,101
13,1099,5,68.49999999999999,1,2,2,cgp,hopper,101
14,2499,5,68.49999999999999,1,2,2,cgp,hopper,101
15,1999,5,68.49999999999999,1,2,2,cgp,hopper,101
16,399,5,68.49999999999999,1,2,2,cgp,hopper,101
17,1299,5,68.49999999999999,1,2,2,cgp,hopper,101
18,2099,5,68.49999999999999,1,2,2,cgp,hopper,101
19,2199,5,68.49999999999999,1,2,2,cgp,hopper,101
20,2299,5,68.49999999999999,1,2,2,cgp,hopper,101
21,299,5,68.49999999999999,1,2,2,cgp,hopper,101
22,2399,5,68.49999999999999,1,2,2,cgp,hopper,101
23,699,5,68.49999999999999,1,2,2,cgp,hopper,101
24,499,5,68.49999999999999,1,2,2,cgp,hopper,101
25,699,20,39.29999999999999,5,7,4,cgp,hopper,101
26,2299,20,39.29999999999999,5,7,4,cgp,hopper,101
27,1599,20,39.29999999999999,5,7,4,cgp,hopper,101
28,899,20,39.29999999999999,5,7,4,cgp,hopper,101
29,2199,20,39.29999999999999,5,7,4,cgp,hopper,101
30,1699,20,39.29999999999999,5,7,4,cgp,hopper,101
31,2399,20,39.29999999999999,5,7,4,cgp,hopper,101
32,1899,20,39.29999999999999,5,7,4,cgp,hopper,101
33,299,20,39.29999999999999,5,7,4,cgp,hopper,101
34,2099,20,39.29999999999999,5,7,4,cgp,hopper,101
35,999,20,39.29999999999999,5,7,4,cgp,hopper,101
36,199,20,39.29999999999999,5,7,4,cgp,hopper,101
37,799,20,39.29999999999999,5,7,4,cgp,hopper,101
38,1799,20,39.29999999999999,5,7,4,cgp,hopper,101
39,1299,20,39.29999999999999,5,7,4,cgp,hopper,101
40,1399,20,39.29999999999999,5,7,4,cgp,hopper,101
41,499,20,39.29999999999999,5,7,4,cgp,hopper,101
42,2499,20,39.29999999999999,5,7,4,cgp,hopper,101
43,1999,20,39.29999999999999,5,7,4,cgp,hopper,101
44,99,20,39.29999999999999,5,7,4,cgp,hopper,101
45,1199,20,39.29999999999999,5,7,4,cgp,hopper,101
46,399,20,39.29999999999999,5,7,4,cgp,hopper,101
47,599,20,39.29999999999999,5,7,4,cgp,hopper,101
48,1499,20,39.29999999999999,5,7,4,cgp,hopper,101
49,1099,20,39.29999999999999,5,7,4,cgp,hopper,101
50,2299,6,68.29999999999998,1,2,3,cgp,hopper,101
51,999,6,68.29999999999998,1,2,3,cgp,hopper,101
52,599,6,68.29999999999998,1,2,3,cgp,hopper,101
53,1299,6,68.29999999999998,1,2,3,cgp,hopper,101
54,499,6,68.29999999999998,1,2,3,cgp,hopper,101
55,1999,6,68.29999999999998,1,2,3,cgp,hopper,101
56,1399,6,68.29999999999998,1,2,3,cgp,hopper,101
57,799,6,68.29999999999998,1,2,3,cgp,hopper,101
58,99,6,68.29999999999998,1,2,3,cgp,hopper,101
59,199,6,68.29999999999998,1,2,3,cgp,hopper,101
60,2499,6,68.29999999999998,1,2,3,cgp,hopper,101
61,1599,6,68.29999999999998,1,2,3,cgp,hopper,101
62,2199,6,68.29999999999998,1,2,3,cgp,hopper,101
63,2399,6,68.29999999999998,1,2,3,cgp,hopper,101
64,1199,6,68.29999999999998,1,2,3,cgp,hopper,101
65,2099,6,68.29999999999998,1,2,3,cgp,hopper,101
66,1099,6,68.29999999999998,1,2,3,cgp,hopper,101
67,1699,6,68.29999999999998,1,2,3,cgp,hopper,101
68,1899,6,68.29999999999998,1,2,3,cgp,hopper,101
69,399,6,68.29999999999998,1,2,3,cgp,hopper,101
70,1499,6,68.29999999999998,1,2,3,cgp,hopper,101
71,699,6,68.29999999999998,1,2,3,cgp,hopper,101
72,1799,6,68.29999999999998,1,2,3,cgp,hopper,101
73,899,6,68.29999999999998,1,2,3,cgp,hopper,101
74,299,6,68.29999999999998,1,2,3,cgp,hopper,101
75,899,4,53.099999999999994,3,0,1,cgp,hopper,101
76,499,4,53.099999999999994,3,0,1,cgp,hopper,101
77,2499,4,53.099999999999994,3,0,1,cgp,hopper,101
78,1699,4,53.099999999999994,3,0,1,cgp,hopper,101
79,1399,4,53.099999999999994,3,0,1,cgp,hopper,101
80,199,4,53.099999999999994,3,0,1,cgp,hopper,101
81,1599,4,53.099999999999994,3,0,1,cgp,hopper,101
82,999,4,53.099999999999994,3,0,1,cgp,hopper,101
83,799,4,53.099999999999994,3,0,1,cgp,hopper,101
84,2199,4,53.099999999999994,3,0,1,cgp,hopper,101
85,1499,4,53.099999999999994,3,0,1,cgp,hopper,101
86,2399,4,53.099999999999994,3,0,1,cgp,hopper,101
87,299,4,53.099999999999994,3,0,1,cgp,hopper,101
88,399,4,53.099999999999994,3,0,1,cgp,hopper,101
89,99,4,53.099999999999994,3,0,1,cgp,hopper,101
90,1899,4,53.099999999999994,3,0,1,cgp,hopper,101
91,699,4,53.099999999999994,3,0,1,cgp,hopper,101
92,599,4,53.099999999999994,3,0,1,cgp,hopper,101
93,1299,4,53.099999999999994,3,0,1,cgp,hopper,101
94,1099,4,53.099999999999994,3,0,1,cgp,hopper,101
95,2099,4,53.099999999999994,3,0,1,cgp,hopper,101
96,2299,4,53.099999999999994,3,0,1,cgp,hopper,101
97,1199,4,53.099999999999994,3,0,1,cgp,hopper,101
98,1999,4,53.099999999999994,3,0,1,cgp,hopper,101
99,1799,4,53.099999999999994,3,0,1,cgp,hopper,101
100,1599,7,43.4,4,1,2,cgp,hopper,101
101,799,7,43.4,4,1,2,cgp,hopper,101
102,1699,7,43.4,4,1,2,cgp,hopper,101
103,699,7,43.4,4,1,2,cgp,hopper,101
104,2499,7,43.4,4,1,2,cgp,hopper,101
105,1499,7,43.4,4,1,2,cgp,hopper,101
106,199,7,43.4,4,1,2,cgp,hopper,101
107,99,7,43.4,4,1,2,cgp,hopper,101
108,2199,7,43.4,4,1,2,cgp,hopper,101
109,399,7,43.4,4,1,2,cgp,hopper,101
110,1399,7,43.4,4,1,2,cgp,hopper,101
111,1199,7,43.4,4,1,2,cgp,hopper,101
112,1899,7,43.4,4,1,2,cgp,hopper,101
113,1099,7,43.4,4,1,2,cgp,hopper,101
114,1999,7,43.4,4,1,2,cgp,hopper,101
115,2099,7,43.4,4,1,2,cgp,hopper,101
116,599,7,43.4,4,1,2,cgp,hopper,101
117,1799,7,43.4,4,1,2,cgp,hopper,101
118,999,7,43.4,4,1,2,cgp,hopper,101
119,2399,7,43.4,4,1,2,cgp,hopper,101
120,2299,7,43.4,4,1,2,cgp,hopper,101
121,899,7,43.4,4,1,2,cgp,hopper,101
122,499,7,43.4,4,1,2,cgp,hopper,101
123,299,7,43.4,4,1,2,cgp,hopper,101
124,1299,7,43.4,4,1,2,cgp,hopper,101
125,399,6,51.999999999999986,3,1,2,cgp,hopper,101
126,1999,6,51.999999999999986,3,1,2,cgp,hopper,101
127,899,6,51.999999999999986,3,1,2,cgp,hopper,101
128,299,6,51.999999999999986,3,1,2,cgp,hopper,101
129,1899,6,51.999999999999986,3,1,2,cgp,hopper,101
130,99,6,51.999999999999986,3,1,2,cgp,hopper,101
131,1199,6,51.999999999999986,3,1,2,cgp,hopper,101
132,599,6,51.999999999999986,3,1,2,cgp,hopper,101
133,1699,6,51.999999999999986,3,1,2,cgp,hopper,101
134,499,6,51.999999999999986,3,1,2,cgp,hopper,101
135,2499,6,51.999999999999986,3,1,2,cgp,hopper,101
136,1299,6,51.999999999999986,3,1,2,cgp,hopper,101
137,2299,6,51.999999999999986,3,1,2,cgp,hopper,101
138,2199,6,51.999999999999986,3,1,2,cgp,hopper,101
139,699,6,51.999999999999986,3,1,2,cgp,hopper,101
140,1099,6,51.999999999999986,3,1,2,cgp,hopper,101
141,1599,6,51.999999999999986,3,1,2,cgp,hopper,101
142,999,6,51.999999999999986,3,1,2,cgp,hopper,101
143,2099,6,51.999999999999986,3,1,2,cgp,hopper,101
144,199,6,51.999999999999986,3,1,2,cgp,hopper,101
145,799,6,51.999999999999986,3,1,2,cgp,hopper,101
146,2399,6,51.999999999999986,3,1,2,cgp,hopper,101
147,1799,6,51.999999999999986,3,1,2,cgp,hopper,101
148,1399,6,51.999999999999986,3,1,2,cgp,hopper,101
149,1499,6,51.999999999999986,3,1,2,cgp,hopper,101
150,999,3,61.7,2,0,1,cgp,hopper,101
151,1599,3,61.7,2,0,1,cgp,hopper,101
152,199,3,61.7,2,0,1,cgp,hopper,101
153,799,3,61.7,2,0,1,cgp,hopper,101
154,1899,3,61.7,2,0,1,cgp,hopper,101
155,2199,3,61.7,2,0,1,cgp,hopper,101
156,2299,3,61.7,2,0,1,cgp,hopper,101
157,1499,3,61.7,2,0,1,cgp,hopper,101
158,99,3,61.7,2,0,1,cgp,hopper,101
159,299,3,61.7,2,0,1,cgp,hopper,101
160,1699,3,61.7,2,0,1,cgp,hopper,101
161,1299,3,61.7,2,0,1,cgp,hopper,101
162,399,3,61.7,2,0,1,cgp,hopper,101
163,2099,3,61.7,2,0,1,cgp,hopper,101
164,599,3,61.7,2,0,1,cgp,hopper,101
165,899,3,61.7,2,0,1,cgp,hopper,101
166,1799,3,61.7,2,0,1,cgp,hopper,101
167,1999,3,61.7,2,0,1,cgp,hopper,101
168,499,3,61.7,2,0,1,cgp,hopper,101
169,2499,3,61.7,2,0,1,cgp,hopper,101
170,1099,3,61.7,2,0,1,cgp,hopper,101
171,699,3,61.7,2,0,1,cgp,hopper,101
172,1199,3,61.7,2,0,1,cgp,hopper,101
173,2399,3,61.7,2,0,1,cgp,hopper,101
174,1399,3,61.7,2,0,1,cgp,hopper,101
175,1799,6,68.49999999999999,1,2,2,cgp,hopper,101
176,2499,6,68.49999999999999,1,2,2,cgp,hopper,101
177,1499,6,68.49999999999999,1,2,2,cgp,hopper,101
178,2399,6,68.49999999999999,1,2,2,cgp,hopper,101
179,1999,6,68.49999999999999,1,2,2,cgp,hopper,101
180,2199,6,68.49999999999999,1,2,2,cgp,hopper,101
181,799,6,68.49999999999999,1,2,2,cgp,hopper,101
182,399,6,68.49999999999999,1,2,2,cgp,hopper,101
