,generation,n_edges,phi,solver,environment,seed
0,1199,9,75.29999999999998,cgp,swimmer,102
1,599,11,69.85,cgp,swimmer,102
2,1899,10,73.94999999999999,cgp,swimmer,102
3,899,10,71.0,cgp,swimmer,102
4,1799,12,76.19999999999999,cgp,swimmer,102
5,1699,10,76.64999999999999,cgp,swimmer,102
6,999,10,71.0,cgp,swimmer,102
7,199,7,77.55,cgp,swimmer,102
8,1499,9,75.29999999999998,cgp,swimmer,102
9,1399,9,75.29999999999998,cgp,swimmer,102
10,799,11,60.54999999999999,cgp,swimmer,102
11,99,7,77.55,cgp,swimmer,102
12,1599,9,75.29999999999998,cgp,swimmer,102
13,1099,9,75.29999999999998,cgp,swimmer,102
14,2499,12,74.39999999999999,cgp,swimmer,102
15,1999,11,70.1,cgp,swimmer,102
16,399,8,77.54999999999998,cgp,swimmer,102
17,1299,9,75.29999999999998,cgp,swimmer,102
18,2099,12,71.44999999999999,cgp,swimmer,102
19,2199,11,70.1,cgp,swimmer,102
20,2299,11,73.94999999999999,cgp,swimmer,102
21,299,8,77.54999999999998,cgp,swimmer,102
22,2399,12,74.39999999999999,cgp,swimmer,102
23,699,10,64.85,cgp,swimmer,102
24,499,8,77.54999999999998,cgp,swimmer,102
25,699,14,68.04999999999998,cgp,swimmer,102
26,2299,13,71.89999999999999,cgp,swimmer,102
27,1599,13,73.94999999999999,cgp,swimmer,102
28,899,14,68.04999999999998,cgp,swimmer,102
29,2199,24,72.15,cgp,swimmer,102
30,1699,23,60.14999999999999,cgp,swimmer,102
31,2399,16,67.69999999999999,cgp,swimmer,102
32,1899,18,69.54999999999998,cgp,swimmer,102
33,299,14,67.6,cgp,swimmer,102
34,2099,14,75.3,cgp,swimmer,102
35,999,14,68.04999999999998,cgp,swimmer,102
36,199,15,69.75,cgp,swimmer,102
37,799,14,68.04999999999998,cgp,swimmer,102
38,1799,13,73.94999999999999,cgp,swimmer,102
39,1299,13,74.85,cgp,swimmer,102
40,1399,13,74.85,cgp,swimmer,102
41,499,13,71.89999999999999,cgp,swimmer,102
42,2499,23,54.0,cgp,swimmer,102
43,1999,17,68.75,cgp,swimmer,102
44,99,14,67.6,cgp,swimmer,102
45,1199,14,70.54999999999998,cgp,swimmer,102
46,399,15,71.44999999999999,cgp,swimmer,102
47,599,15,71.89999999999999,cgp,swimmer,102
48,1499,13,74.85,cgp,swimmer,102
49,1099,17,65.8,cgp,swimmer,102
50,2299,14,55.94999999999999,cgp,swimmer,102
51,999,13,60.24999999999999,cgp,swimmer,102
52,599,14,59.79999999999999,cgp,swimmer,102
53,1299,13,56.3,cgp,swimmer,102
54,499,14,59.79999999999999,cgp,swimmer,102
55,1999,15,51.64999999999999,cgp,swimmer,102
56,1399,17,53.349999999999994,cgp,swimmer,102
57,799,13,60.24999999999999,cgp,swimmer,102
58,99,10,77.1,cgp,swimmer,102
59,199,14,67.94999999999999,cgp,swimmer,102
60,2499,13,56.3,cgp,swimmer,102
61,1599,16,53.79999999999999,cgp,swimmer,102
62,2199,14,55.94999999999999,cgp,swimmer,102
63,2399,13,56.3,cgp,swimmer,102
64,1199,13,60.24999999999999,cgp,swimmer,102
65,2099,17,49.499999999999986,cgp,swimmer,102
66,1099,13,60.24999999999999,cgp,swimmer,102
67,1699,16,53.79999999999999,cgp,swimmer,102
68,1899,15,51.64999999999999,cgp,swimmer,102
69,399,14,59.79999999999999,cgp,swimmer,102
70,1499,17,53.349999999999994,cgp,swimmer,102
71,699,13,60.24999999999999,cgp,swimmer,102
72,1799,15,51.64999999999999,cgp,swimmer,102
73,899,14,64.1,cgp,swimmer,102
74,299,14,51.89999999999999,cgp,swimmer,102
