,generation,n_edges,phi,solver,environment,seed
0,899,4,69.39999999999999,lgp,inverted_double_pendulum,104
1,499,4,69.39999999999999,lgp,inverted_double_pendulum,104
2,1399,4,69.39999999999999,lgp,inverted_double_pendulum,104
3,199,4,69.39999999999999,lgp,inverted_double_pendulum,104
4,999,4,69.39999999999999,lgp,inverted_double_pendulum,104
5,799,4,69.39999999999999,lgp,inverted_double_pendulum,104
6,1499,4,69.39999999999999,lgp,inverted_double_pendulum,104
7,299,4,69.39999999999999,lgp,inverted_double_pendulum,104
8,399,4,69.39999999999999,lgp,inverted_double_pendulum,104
9,99,4,69.39999999999999,lgp,inverted_double_pendulum,104
10,699,4,69.39999999999999,lgp,inverted_double_pendulum,104
11,599,4,69.39999999999999,lgp,inverted_double_pendulum,104
12,1299,4,69.39999999999999,lgp,inverted_double_pendulum,104
13,1099,4,69.39999999999999,lgp,inverted_double_pendulum,104
14,1199,4,69.39999999999999,lgp,inverted_double_pendulum,104
15,799,8,67.6,lgp,inverted_double_pendulum,104
16,699,8,67.6,lgp,inverted_double_pendulum,104
17,1499,8,67.6,lgp,inverted_double_pendulum,104
18,199,8,67.6,lgp,inverted_double_pendulum,104
19,99,8,67.6,lgp,inverted_double_pendulum,104
20,399,8,67.6,lgp,inverted_double_pendulum,104
21,1399,8,67.6,lgp,inverted_double_pendulum,104
22,1199,8,67.6,lgp,inverted_double_pendulum,104
23,1099,8,67.6,lgp,inverted_double_pendulum,104
24,599,8,67.6,lgp,inverted_double_pendulum,104
25,999,8,67.6,lgp,inverted_double_pendulum,104
26,899,8,67.6,lgp,inverted_double_pendulum,104
27,499,8,67.6,lgp,inverted_double_pendulum,104
28,299,8,67.6,lgp,inverted_double_pendulum,104
29,1299,8,67.6,lgp,inverted_double_pendulum,104
30,399,3,61.7,lgp,inverted_double_pendulum,104
31,899,3,61.7,lgp,inverted_double_pendulum,104
32,299,3,61.7,lgp,inverted_double_pendulum,104
33,99,3,61.7,lgp,inverted_double_pendulum,104
34,1199,3,61.7,lgp,inverted_double_pendulum,104
35,599,3,61.7,lgp,inverted_double_pendulum,104
36,499,3,61.7,lgp,inverted_double_pendulum,104
37,1299,3,61.7,lgp,inverted_double_pendulum,104
38,699,3,61.7,lgp,inverted_double_pendulum,104
39,1099,3,61.7,lgp,inverted_double_pendulum,104
40,999,3,61.7,lgp,inverted_double_pendulum,104
41,199,3,61.7,lgp,inverted_double_pendulum,104
42,799,3,61.7,lgp,inverted_double_pendulum,104
43,1399,3,61.7,lgp,inverted_double_pendulum,104
44,1499,3,61.7,lgp,inverted_double_pendulum,104
45,999,6,52.19999999999999,lgp,inverted_double_pendulum,104
46,199,6,52.19999999999999,lgp,inverted_double_pendulum,104
47,799,6,52.19999999999999,lgp,inverted_double_pendulum,104
48,1499,6,52.19999999999999,lgp,inverted_double_pendulum,104
49,99,6,52.19999999999999,lgp,inverted_double_pendulum,104
50,299,6,52.19999999999999,lgp,inverted_double_pendulum,104
51,1299,6,52.19999999999999,lgp,inverted_double_pendulum,104
52,399,6,52.19999999999999,lgp,inverted_double_pendulum,104
53,599,6,52.19999999999999,lgp,inverted_double_pendulum,104
54,899,6,52.19999999999999,lgp,inverted_double_pendulum,104
55,499,6,52.19999999999999,lgp,inverted_double_pendulum,104
56,1099,6,52.19999999999999,lgp,inverted_double_pendulum,104
57,699,6,52.19999999999999,lgp,inverted_double_pendulum,104
58,1199,6,52.19999999999999,lgp,inverted_double_pendulum,104
59,1399,6,52.19999999999999,lgp,inverted_double_pendulum,104
60,1499,11,42.19999999999999,lgp,inverted_double_pendulum,104
61,799,11,42.19999999999999,lgp,inverted_double_pendulum,104
62,399,11,42.19999999999999,lgp,inverted_double_pendulum,104
63,1199,11,42.19999999999999,lgp,inverted_double_pendulum,104
64,1399,11,42.19999999999999,lgp,inverted_double_pendulum,104
65,299,11,42.19999999999999,lgp,inverted_double_pendulum,104
66,499,11,42.19999999999999,lgp,inverted_double_pendulum,104
67,1099,11,42.19999999999999,lgp,inverted_double_pendulum,104
68,599,11,42.19999999999999,lgp,inverted_double_pendulum,104
69,1299,11,42.19999999999999,lgp,inverted_double_pendulum,104
70,899,11,42.19999999999999,lgp,inverted_double_pendulum,104
71,999,11,42.19999999999999,lgp,inverted_double_pendulum,104
72,99,11,42.19999999999999,lgp,inverted_double_pendulum,104
73,699,11,42.19999999999999,lgp,inverted_double_pendulum,104
74,199,11,42.19999999999999,lgp,inverted_double_pendulum,104
75,899,5,60.8,lgp,inverted_double_pendulum,104
76,799,5,60.8,lgp,inverted_double_pendulum,104
77,99,5,60.8,lgp,inverted_double_pendulum,104
78,1499,5,60.8,lgp,inverted_double_pendulum,104
79,299,5,60.8,lgp,inverted_double_pendulum,104
80,1199,5,60.8,lgp,inverted_double_pendulum,104
81,1299,5,60.8,lgp,inverted_double_pendulum,104
82,1099,5,60.8,lgp,inverted_double_pendulum,104
83,999,5,60.8,lgp,inverted_double_pendulum,104
84,1399,5,60.8,lgp,inverted_double_pendulum,104
85,699,5,60.8,lgp,inverted_double_pendulum,104
86,599,5,60.8,lgp,inverted_double_pendulum,104
87,199,5,60.8,lgp,inverted_double_pendulum,104
88,399,5,60.8,lgp,inverted_double_pendulum,104
89,499,5,60.8,lgp,inverted_double_pendulum,104
90,499,6,56.69999999999999,lgp,inverted_double_pendulum,104
91,599,6,56.69999999999999,lgp,inverted_double_pendulum,104
92,1299,6,56.69999999999999,lgp,inverted_double_pendulum,104
93,1399,6,56.69999999999999,lgp,inverted_double_pendulum,104
94,199,6,56.69999999999999,lgp,inverted_double_pendulum,104
95,799,6,56.69999999999999,lgp,inverted_double_pendulum,104
96,899,6,56.69999999999999,lgp,inverted_double_pendulum,104
97,299,6,56.69999999999999,lgp,inverted_double_pendulum,104
98,1199,6,56.69999999999999,lgp,inverted_double_pendulum,104
99,1099,6,56.69999999999999,lgp,inverted_double_pendulum,104
100,999,6,56.69999999999999,lgp,inverted_double_pendulum,104
101,1499,6,56.69999999999999,lgp,inverted_double_pendulum,104
102,99,6,56.69999999999999,lgp,inverted_double_pendulum,104
103,399,6,56.69999999999999,lgp,inverted_double_pendulum,104
104,699,6,56.69999999999999,lgp,inverted_double_pendulum,104
105,799,10,66.69999999999999,lgp,inverted_double_pendulum,104
106,699,10,66.69999999999999,lgp,inverted_double_pendulum,104
107,1499,8,67.6,lgp,inverted_double_pendulum,104
108,199,5,77.1,lgp,inverted_double_pendulum,104
109,99,3,78.0,lgp,inverted_double_pendulum,104
110,399,11,58.099999999999994,lgp,inverted_double_pendulum,104
111,1399,8,67.6,lgp,inverted_double_pendulum,104
112,1199,10,66.69999999999999,lgp,inverted_double_pendulum,104
113,1099,10,66.69999999999999,lgp,inverted_double_pendulum,104
114,599,10,66.69999999999999,lgp,inverted_double_pendulum,104
115,999,10,66.69999999999999,lgp,inverted_double_pendulum,104
116,899,10,66.69999999999999,lgp,inverted_double_pendulum,104
117,499,10,66.69999999999999,lgp,inverted_double_pendulum,104
118,299,11,58.099999999999994,lgp,inverted_double_pendulum,104
119,1299,10,66.69999999999999,lgp,inverted_double_pendulum,104
