seed,generation,evaluation,graph_size,max_size,solver,ea,fitness,environment,relative_size
106,999,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,4,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.26666666666666666
106,199,199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199199,4,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.26666666666666666
106,799,799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799,4,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.26666666666666666
106,1499,1499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499,6,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.4
106,99,99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.2
106,299,299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299,3,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.2
106,1299,1299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299,6,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.4
106,399,399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399399,3,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.2
106,599,599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599599,4,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.26666666666666666
106,899,899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899,4,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.26666666666666666
106,499,499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499499,5,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.3333333333333333
106,1099,1099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099109910991099,4,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.26666666666666666
106,699,699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699699,4,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.26666666666666666
106,1199,1199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199,4,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.26666666666666666
106,1399,1399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399139913991399,6,15,lgp,mu+lambda-ga,reward-unhealthy_termination,hopper,0.4
