,seed,generation,graph_size,max_size,solver,ea,environment
156,5,2499,0,15,lgp,1+lambda,halfcheetah
157,6,1299,0,15,lgp,1+lambda,halfcheetah
158,0,3699,0,15,lgp,1+lambda,halfcheetah
159,1,1699,0,15,lgp,1+lambda,halfcheetah
160,4,3499,0,15,lgp,1+lambda,halfcheetah
161,4,1899,0,15,lgp,1+lambda,halfcheetah
162,0,4999,0,15,lgp,1+lambda,halfcheetah
163,8,899,0,15,lgp,1+lambda,halfcheetah
164,0,4899,0,15,lgp,1+lambda,halfcheetah
165,4,1799,0,15,lgp,1+lambda,halfcheetah
166,8,499,0,15,lgp,1+lambda,halfcheetah
167,5,499,0,15,lgp,1+lambda,halfcheetah
168,9,1499,0,15,lgp,1+lambda,halfcheetah
169,1,2699,0,15,lgp,1+lambda,halfcheetah
170,6,4699,0,15,lgp,1+lambda,halfcheetah
171,0,2599,0,15,lgp,1+lambda,halfcheetah
172,4,4399,0,15,lgp,1+lambda,halfcheetah
173,3,599,0,15,lgp,1+lambda,halfcheetah
174,4,4099,0,15,lgp,1+lambda,halfcheetah
175,7,4499,0,15,lgp,1+lambda,halfcheetah
176,7,4899,0,15,lgp,1+lambda,halfcheetah
177,8,199,0,15,lgp,1+lambda,halfcheetah
178,6,2999,0,15,lgp,1+lambda,halfcheetah
179,6,1799,0,15,lgp,1+lambda,halfcheetah
180,2,3099,0,15,lgp,1+lambda,halfcheetah
181,1,1799,0,15,lgp,1+lambda,halfcheetah
182,7,3099,0,15,lgp,1+lambda,halfcheetah
183,5,3799,0,15,lgp,1+lambda,halfcheetah
184,5,4199,0,15,lgp,1+lambda,halfcheetah
185,9,4199,0,15,lgp,1+lambda,halfcheetah
186,2,4399,0,15,lgp,1+lambda,halfcheetah
187,1,4099,0,15,lgp,1+lambda,halfcheetah
188,8,1399,0,15,lgp,1+lambda,halfcheetah
189,6,4899,0,15,lgp,1+lambda,halfcheetah
190,5,599,0,15,lgp,1+lambda,halfcheetah
191,4,2399,0,15,lgp,1+lambda,halfcheetah
192,1,2499,0,15,lgp,1+lambda,halfcheetah
193,0,2699,0,15,lgp,1+lambda,halfcheetah
194,9,4999,0,15,lgp,1+lambda,halfcheetah
195,2,1899,0,15,lgp,1+lambda,halfcheetah
196,1,1999,0,15,lgp,1+lambda,halfcheetah
197,5,399,0,15,lgp,1+lambda,halfcheetah
198,2,3299,0,15,lgp,1+lambda,halfcheetah
199,9,4299,0,15,lgp,1+lambda,halfcheetah
200,5,3599,0,15,lgp,1+lambda,halfcheetah
201,9,1899,0,15,lgp,1+lambda,halfcheetah
202,8,2999,0,15,lgp,1+lambda,halfcheetah
203,6,4499,0,15,lgp,1+lambda,halfcheetah
204,2,299,0,15,lgp,1+lambda,halfcheetah
205,5,3999,0,15,lgp,1+lambda,halfcheetah
206,5,999,0,15,lgp,1+lambda,halfcheetah
207,6,3299,0,15,lgp,1+lambda,halfcheetah
208,6,899,0,15,lgp,1+lambda,halfcheetah
209,2,599,0,15,lgp,1+lambda,halfcheetah
210,9,3899,0,15,lgp,1+lambda,halfcheetah
211,4,2299,0,15,lgp,1+lambda,halfcheetah
212,0,1799,0,15,lgp,1+lambda,halfcheetah
213,4,1399,0,15,lgp,1+lambda,halfcheetah
214,4,2899,0,15,lgp,1+lambda,halfcheetah
215,1,699,0,15,lgp,1+lambda,halfcheetah
216,1,4699,0,15,lgp,1+lambda,halfcheetah
217,0,1399,0,15,lgp,1+lambda,halfcheetah
218,5,4599,0,15,lgp,1+lambda,halfcheetah
219,0,1599,0,15,lgp,1+lambda,halfcheetah
220,9,2899,0,15,lgp,1+lambda,halfcheetah
221,5,2199,0,15,lgp,1+lambda,halfcheetah
222,2,4499,0,15,lgp,1+lambda,halfcheetah
223,9,2699,0,15,lgp,1+lambda,halfcheetah
224,6,3999,0,15,lgp,1+lambda,halfcheetah
225,0,199,0,15,lgp,1+lambda,halfcheetah
226,7,3899,0,15,lgp,1+lambda,halfcheetah
227,8,3799,0,15,lgp,1+lambda,halfcheetah
228,1,2799,0,15,lgp,1+lambda,halfcheetah
229,3,4899,0,15,lgp,1+lambda,halfcheetah
230,9,2999,0,15,lgp,1+lambda,halfcheetah
231,3,2999,0,15,lgp,1+lambda,halfcheetah
232,0,2299,0,15,lgp,1+lambda,halfcheetah
233,0,3399,0,15,lgp,1+lambda,halfcheetah
234,8,4999,0,15,lgp,1+lambda,halfcheetah
235,3,4999,0,15,lgp,1+lambda,halfcheetah
236,8,1699,0,15,lgp,1+lambda,halfcheetah
237,7,99,0,15,lgp,1+lambda,halfcheetah
238,5,1999,0,15,lgp,1+lambda,halfcheetah
239,2,2299,0,15,lgp,1+lambda,halfcheetah
240,5,4399,0,15,lgp,1+lambda,halfcheetah
241,3,2399,0,15,lgp,1+lambda,halfcheetah
242,1,99,0,15,lgp,1+lambda,halfcheetah
243,6,599,0,15,lgp,1+lambda,halfcheetah
244,2,99,0,15,lgp,1+lambda,halfcheetah
245,4,199,0,15,lgp,1+lambda,halfcheetah
246,4,999,0,15,lgp,1+lambda,halfcheetah
247,7,1699,0,15,lgp,1+lambda,halfcheetah
248,1,4899,0,15,lgp,1+lambda,halfcheetah
249,1,1299,0,15,lgp,1+lambda,halfcheetah
250,8,3099,0,15,lgp,1+lambda,halfcheetah
251,4,4499,0,15,lgp,1+lambda,halfcheetah
252,9,899,0,15,lgp,1+lambda,halfcheetah
253,9,3799,0,15,lgp,1+lambda,halfcheetah
254,0,4299,0,15,lgp,1+lambda,halfcheetah
255,5,4699,0,15,lgp,1+lambda,halfcheetah
256,5,3699,0,15,lgp,1+lambda,halfcheetah
257,4,3399,0,15,lgp,1+lambda,halfcheetah
258,9,4899,0,15,lgp,1+lambda,halfcheetah
259,8,599,0,15,lgp,1+lambda,halfcheetah
260,4,1699,0,15,lgp,1+lambda,halfcheetah
261,5,1499,0,15,lgp,1+lambda,halfcheetah
262,0,4599,0,15,lgp,1+lambda,halfcheetah
263,3,4399,0,15,lgp,1+lambda,halfcheetah
264,8,2199,0,15,lgp,1+lambda,halfcheetah
265,2,1199,0,15,lgp,1+lambda,halfcheetah
266,0,799,0,15,lgp,1+lambda,halfcheetah
267,2,4799,0,15,lgp,1+lambda,halfcheetah
268,8,1999,0,15,lgp,1+lambda,halfcheetah
269,9,3999,0,15,lgp,1+lambda,halfcheetah
270,7,1099,0,15,lgp,1+lambda,halfcheetah
271,7,2599,0,15,lgp,1+lambda,halfcheetah
272,1,1599,0,15,lgp,1+lambda,halfcheetah
273,7,899,0,15,lgp,1+lambda,halfcheetah
274,2,399,0,15,lgp,1+lambda,halfcheetah
275,1,499,0,15,lgp,1+lambda,halfcheetah
276,6,2299,0,15,lgp,1+lambda,halfcheetah
277,5,3199,0,15,lgp,1+lambda,halfcheetah
278,9,4499,0,15,lgp,1+lambda,halfcheetah
279,6,3699,0,15,lgp,1+lambda,halfcheetah
280,0,2399,0,15,lgp,1+lambda,halfcheetah
281,7,3499,0,15,lgp,1+lambda,halfcheetah
282,9,3399,0,15,lgp,1+lambda,halfcheetah
283,3,1499,0,15,lgp,1+lambda,halfcheetah
284,6,2399,0,15,lgp,1+lambda,halfcheetah
285,8,3899,0,15,lgp,1+lambda,halfcheetah
286,1,4599,0,15,lgp,1+lambda,halfcheetah
287,1,399,0,15,lgp,1+lambda,halfcheetah
288,3,4199,0,15,lgp,1+lambda,halfcheetah
289,4,4599,0,15,lgp,1+lambda,halfcheetah
290,3,3999,0,15,lgp,1+lambda,halfcheetah
291,2,2899,0,15,lgp,1+lambda,halfcheetah
292,8,2099,0,15,lgp,1+lambda,halfcheetah
293,2,4599,0,15,lgp,1+lambda,halfcheetah
294,1,3099,0,15,lgp,1+lambda,halfcheetah
295,3,4299,0,15,lgp,1+lambda,halfcheetah
296,3,2699,0,15,lgp,1+lambda,halfcheetah
297,5,4999,0,15,lgp,1+lambda,halfcheetah
298,8,2399,0,15,lgp,1+lambda,halfcheetah
299,0,399,0,15,lgp,1+lambda,halfcheetah
300,0,3299,0,15,lgp,1+lambda,halfcheetah
301,3,3599,0,15,lgp,1+lambda,halfcheetah
302,4,1199,0,15,lgp,1+lambda,halfcheetah
303,6,3899,0,15,lgp,1+lambda,halfcheetah
304,2,699,0,15,lgp,1+lambda,halfcheetah
305,8,4099,0,15,lgp,1+lambda,halfcheetah
306,9,599,0,15,lgp,1+lambda,halfcheetah
307,6,1499,0,15,lgp,1+lambda,halfcheetah
308,2,3699,0,15,lgp,1+lambda,halfcheetah
309,4,3899,0,15,lgp,1+lambda,halfcheetah
310,6,399,0,15,lgp,1+lambda,halfcheetah
311,8,699,0,15,lgp,1+lambda,halfcheetah
312,8,299,0,15,lgp,1+lambda,halfcheetah
313,1,2399,0,15,lgp,1+lambda,halfcheetah
314,9,2599,0,15,lgp,1+lambda,halfcheetah
315,7,4799,0,15,lgp,1+lambda,halfcheetah
316,7,999,0,15,lgp,1+lambda,halfcheetah
317,9,699,0,15,lgp,1+lambda,halfcheetah
318,7,2499,0,15,lgp,1+lambda,halfcheetah
319,5,2699,0,15,lgp,1+lambda,halfcheetah
320,2,1799,0,15,lgp,1+lambda,halfcheetah
321,6,1099,0,15,lgp,1+lambda,halfcheetah
322,0,299,0,15,lgp,1+lambda,halfcheetah
323,6,3399,0,15,lgp,1+lambda,halfcheetah
324,2,2699,0,15,lgp,1+lambda,halfcheetah
325,7,2699,0,15,lgp,1+lambda,halfcheetah
326,8,2299,0,15,lgp,1+lambda,halfcheetah
327,3,199,0,15,lgp,1+lambda,halfcheetah
328,8,4399,0,15,lgp,1+lambda,halfcheetah
329,8,1199,0,15,lgp,1+lambda,halfcheetah
330,3,1299,0,15,lgp,1+lambda,halfcheetah
331,1,899,0,15,lgp,1+lambda,halfcheetah
332,1,3299,0,15,lgp,1+lambda,halfcheetah
333,1,2299,0,15,lgp,1+lambda,halfcheetah
334,8,3299,0,15,lgp,1+lambda,halfcheetah
335,4,2199,0,15,lgp,1+lambda,halfcheetah
336,6,2899,0,15,lgp,1+lambda,halfcheetah
337,5,3099,0,15,lgp,1+lambda,halfcheetah
338,6,1399,0,15,lgp,1+lambda,halfcheetah
339,1,3799,0,15,lgp,1+lambda,halfcheetah
340,8,99,0,15,lgp,1+lambda,halfcheetah
341,2,2799,0,15,lgp,1+lambda,halfcheetah
342,3,1199,0,15,lgp,1+lambda,halfcheetah
343,9,3299,0,15,lgp,1+lambda,halfcheetah
344,7,699,0,15,lgp,1+lambda,halfcheetah
345,2,499,0,15,lgp,1+lambda,halfcheetah
346,4,3799,0,15,lgp,1+lambda,halfcheetah
347,3,1599,0,15,lgp,1+lambda,halfcheetah
348,3,299,0,15,lgp,1+lambda,halfcheetah
349,5,4899,0,15,lgp,1+lambda,halfcheetah
350,7,599,0,15,lgp,1+lambda,halfcheetah
351,2,2399,0,15,lgp,1+lambda,halfcheetah
352,5,1899,0,15,lgp,1+lambda,halfcheetah
353,8,2899,0,15,lgp,1+lambda,halfcheetah
354,4,4199,0,15,lgp,1+lambda,halfcheetah
355,4,4299,0,15,lgp,1+lambda,halfcheetah
356,9,499,0,15,lgp,1+lambda,halfcheetah
357,3,3099,0,15,lgp,1+lambda,halfcheetah
358,6,4099,0,15,lgp,1+lambda,halfcheetah
359,5,1299,0,15,lgp,1+lambda,halfcheetah
360,3,499,0,15,lgp,1+lambda,halfcheetah
361,3,1799,0,15,lgp,1+lambda,halfcheetah
362,4,2099,0,15,lgp,1+lambda,halfcheetah
363,9,2399,0,15,lgp,1+lambda,halfcheetah
364,3,2099,0,15,lgp,1+lambda,halfcheetah
365,9,4099,0,15,lgp,1+lambda,halfcheetah
366,4,2599,0,15,lgp,1+lambda,halfcheetah
367,6,299,0,15,lgp,1+lambda,halfcheetah
368,3,1399,0,15,lgp,1+lambda,halfcheetah
369,9,999,0,15,lgp,1+lambda,halfcheetah
370,2,1299,0,15,lgp,1+lambda,halfcheetah
371,3,2299,0,15,lgp,1+lambda,halfcheetah
372,3,4699,0,15,lgp,1+lambda,halfcheetah
373,1,1199,0,15,lgp,1+lambda,halfcheetah
374,5,1099,0,15,lgp,1+lambda,halfcheetah
375,4,4899,0,15,lgp,1+lambda,halfcheetah
376,9,199,0,15,lgp,1+lambda,halfcheetah
377,2,3599,0,15,lgp,1+lambda,halfcheetah
378,7,1599,0,15,lgp,1+lambda,halfcheetah
379,6,2499,0,15,lgp,1+lambda,halfcheetah
380,3,3399,0,15,lgp,1+lambda,halfcheetah
381,2,1599,0,15,lgp,1+lambda,halfcheetah
382,2,1399,0,15,lgp,1+lambda,halfcheetah
383,0,3199,0,15,lgp,1+lambda,halfcheetah
384,9,3499,0,15,lgp,1+lambda,halfcheetah
385,5,1399,0,15,lgp,1+lambda,halfcheetah
386,8,3499,0,15,lgp,1+lambda,halfcheetah
387,1,999,0,15,lgp,1+lambda,halfcheetah
388,4,1999,0,15,lgp,1+lambda,halfcheetah
389,5,1199,0,15,lgp,1+lambda,halfcheetah
390,5,1799,0,15,lgp,1+lambda,halfcheetah
391,6,799,0,15,lgp,1+lambda,halfcheetah
392,3,3299,0,15,lgp,1+lambda,halfcheetah
393,0,4499,0,15,lgp,1+lambda,halfcheetah
394,0,899,0,15,lgp,1+lambda,halfcheetah
395,9,99,0,15,lgp,1+lambda,halfcheetah
396,7,3399,0,15,lgp,1+lambda,halfcheetah
397,4,2499,0,15,lgp,1+lambda,halfcheetah
398,4,1099,0,15,lgp,1+lambda,halfcheetah
399,9,1599,0,15,lgp,1+lambda,halfcheetah
400,3,4799,0,15,lgp,1+lambda,halfcheetah
401,9,1099,0,15,lgp,1+lambda,halfcheetah
402,5,1599,0,15,lgp,1+lambda,halfcheetah
403,4,1599,0,15,lgp,1+lambda,halfcheetah
404,7,499,0,15,lgp,1+lambda,halfcheetah
405,4,899,0,15,lgp,1+lambda,halfcheetah
406,4,4699,0,15,lgp,1+lambda,halfcheetah
407,0,499,0,15,lgp,1+lambda,halfcheetah
408,6,2099,0,15,lgp,1+lambda,halfcheetah
409,1,3899,0,15,lgp,1+lambda,halfcheetah
410,1,2199,0,15,lgp,1+lambda,halfcheetah
411,8,4899,0,15,lgp,1+lambda,halfcheetah
412,7,4699,0,15,lgp,1+lambda,halfcheetah
413,2,1099,0,15,lgp,1+lambda,halfcheetah
414,6,1199,0,15,lgp,1+lambda,halfcheetah
415,9,1699,0,15,lgp,1+lambda,halfcheetah
416,0,3899,0,15,lgp,1+lambda,halfcheetah
417,9,4799,0,15,lgp,1+lambda,halfcheetah
418,7,799,0,15,lgp,1+lambda,halfcheetah
419,3,2899,0,15,lgp,1+lambda,halfcheetah
420,0,3499,0,15,lgp,1+lambda,halfcheetah
421,1,2099,0,15,lgp,1+lambda,halfcheetah
422,2,3999,0,15,lgp,1+lambda,halfcheetah
423,0,1499,0,15,lgp,1+lambda,halfcheetah
424,0,999,0,15,lgp,1+lambda,halfcheetah
425,6,3099,0,15,lgp,1+lambda,halfcheetah
426,1,299,0,15,lgp,1+lambda,halfcheetah
427,8,2499,0,15,lgp,1+lambda,halfcheetah
428,5,4499,0,15,lgp,1+lambda,halfcheetah
429,6,4599,0,15,lgp,1+lambda,halfcheetah
430,0,3999,0,15,lgp,1+lambda,halfcheetah
431,3,1099,0,15,lgp,1+lambda,halfcheetah
432,0,1999,0,15,lgp,1+lambda,halfcheetah
433,2,2199,0,15,lgp,1+lambda,halfcheetah
434,5,2399,0,15,lgp,1+lambda,halfcheetah
435,5,3499,0,15,lgp,1+lambda,halfcheetah
436,1,4199,0,15,lgp,1+lambda,halfcheetah
437,7,4099,0,15,lgp,1+lambda,halfcheetah
438,2,3499,0,15,lgp,1+lambda,halfcheetah
439,0,3599,0,15,lgp,1+lambda,halfcheetah
440,8,1799,0,15,lgp,1+lambda,halfcheetah
441,5,3899,0,15,lgp,1+lambda,halfcheetah
442,8,3999,0,15,lgp,1+lambda,halfcheetah
443,1,2899,0,15,lgp,1+lambda,halfcheetah
444,0,699,0,15,lgp,1+lambda,halfcheetah
445,3,3899,0,15,lgp,1+lambda,halfcheetah
446,7,3799,0,15,lgp,1+lambda,halfcheetah
447,7,4199,0,15,lgp,1+lambda,halfcheetah
448,8,2699,0,15,lgp,1+lambda,halfcheetah
449,2,3399,0,15,lgp,1+lambda,halfcheetah
450,7,3699,0,15,lgp,1+lambda,halfcheetah
451,9,4599,0,15,lgp,1+lambda,halfcheetah
452,7,2099,0,15,lgp,1+lambda,halfcheetah
453,8,3699,0,15,lgp,1+lambda,halfcheetah
454,0,2199,0,15,lgp,1+lambda,halfcheetah
455,6,1899,0,15,lgp,1+lambda,halfcheetah
456,9,1999,0,15,lgp,1+lambda,halfcheetah
457,6,699,0,15,lgp,1+lambda,halfcheetah
458,0,2499,0,15,lgp,1+lambda,halfcheetah
459,0,2899,0,15,lgp,1+lambda,halfcheetah
460,3,899,0,15,lgp,1+lambda,halfcheetah
461,7,299,0,15,lgp,1+lambda,halfcheetah
462,9,1199,0,15,lgp,1+lambda,halfcheetah
463,0,4099,0,15,lgp,1+lambda,halfcheetah
464,0,4199,0,15,lgp,1+lambda,halfcheetah
465,9,1299,0,15,lgp,1+lambda,halfcheetah
466,2,1999,0,15,lgp,1+lambda,halfcheetah
467,6,999,0,15,lgp,1+lambda,halfcheetah
468,2,899,0,15,lgp,1+lambda,halfcheetah
469,7,1799,0,15,lgp,1+lambda,halfcheetah
470,0,2999,0,15,lgp,1+lambda,halfcheetah
471,8,3399,0,15,lgp,1+lambda,halfcheetah
472,3,2799,0,15,lgp,1+lambda,halfcheetah
473,1,599,0,15,lgp,1+lambda,halfcheetah
474,5,3299,0,15,lgp,1+lambda,halfcheetah
475,5,199,0,15,lgp,1+lambda,halfcheetah
476,3,999,0,15,lgp,1+lambda,halfcheetah
477,7,4999,0,15,lgp,1+lambda,halfcheetah
478,7,2899,0,15,lgp,1+lambda,halfcheetah
479,4,3999,0,15,lgp,1+lambda,halfcheetah
480,6,2599,0,15,lgp,1+lambda,halfcheetah
481,1,4499,0,15,lgp,1+lambda,halfcheetah
482,4,2799,0,15,lgp,1+lambda,halfcheetah
483,1,1099,0,15,lgp,1+lambda,halfcheetah
484,9,4699,0,15,lgp,1+lambda,halfcheetah
485,7,3299,0,15,lgp,1+lambda,halfcheetah
486,3,2599,0,15,lgp,1+lambda,halfcheetah
487,7,1299,0,15,lgp,1+lambda,halfcheetah
488,1,2599,0,15,lgp,1+lambda,halfcheetah
489,0,4799,0,15,lgp,1+lambda,halfcheetah
490,6,4799,0,15,lgp,1+lambda,halfcheetah
491,9,299,0,15,lgp,1+lambda,halfcheetah
492,6,2799,0,15,lgp,1+lambda,halfcheetah
493,2,999,0,15,lgp,1+lambda,halfcheetah
494,3,399,0,15,lgp,1+lambda,halfcheetah
495,9,3099,0,15,lgp,1+lambda,halfcheetah
496,3,4099,0,15,lgp,1+lambda,halfcheetah
497,1,4999,0,15,lgp,1+lambda,halfcheetah
498,9,799,0,15,lgp,1+lambda,halfcheetah
499,2,3199,0,15,lgp,1+lambda,halfcheetah
