,seed,generation,evaluation,graph_size,max_size,solver,ea,fitness,environment
0,103,5,5555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555,1,15,lgp,mu+lambda-ga1,reward-unhealthy_termination,inverted_pendulum
1,103,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,15,lgp,mu+lambda-ga1,reward-unhealthy_termination,inverted_pendulum
2,103,6,6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,15,lgp,mu+lambda-ga1,reward-unhealthy_termination,inverted_pendulum
3,103,9,9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1,15,lgp,mu+lambda-ga1,reward-unhealthy_termination,inverted_pendulum
4,103,4,4444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,1,15,lgp,mu+lambda-ga1,reward-unhealthy_termination,inverted_pendulum
5,103,7,7777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777,1,15,lgp,mu+lambda-ga1,reward-unhealthy_termination,inverted_pendulum
6,103,1,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1,15,lgp,mu+lambda-ga1,reward-unhealthy_termination,inverted_pendulum
7,103,3,3333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1,15,lgp,mu+lambda-ga1,reward-unhealthy_termination,inverted_pendulum
8,103,8,8888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888,1,15,lgp,mu+lambda-ga1,reward-unhealthy_termination,inverted_pendulum
9,103,2,2222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222,1,15,lgp,mu+lambda-ga1,reward-unhealthy_termination,inverted_pendulum
